SPUD_DATE,API,OGO_NUM,OPERATOR,REGION,COUNTY,MUNICIPALITY,FARM_NAME,WELL_CODE_DESC,WELL_STATUS,LATITUDE,LONGITUDE,CONFIGURATION,UNCONVENTIONAL
7/16/2009,125-23697,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,DURKACS UNIT 1H,GAS,Active,40.28355,-80.227106,Horizontal Well,Yes
7/16/2009,125-23643,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,DURKACS UNIT 2H,GAS,Active,40.28355,-80.227162,Horizontal Well,Yes
7/16/2009,125-23638,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,DURKACS UNIT 4H,GAS,Active,40.28355,-80.227051,Horizontal Well,Yes
7/16/2009,125-23759,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,DURKACS UNIT 5H,GAS,Active,40.283578,-80.227051,Horizontal Well,Yes
7/16/2009,117-20283,OGO-15547,SENECA RESOURCES CORP,EP DOGO NCDO Dstr Off,Tioga,Covington Twp,WILCOX 2H,GAS,Active,41.742845,-77.120148,Horizontal Well,Yes
7/17/2009,111-20277,OGO-39006,SAMSON RES CO,EP DOGO SWDO Dstr Off,Somerset,Stonycreek Twp,HILLEGASS 2H,GAS,Active,39.944968,-78.89462,Horizontal Well,Yes
7/17/2009,033-26819,OGO-37268,EOG RESOURCES INC,EP DOGO NCDO Dstr Off,Clearfield,Lawrence Twp,PUNXSUTAWNEY HUNTING CLUB 26H,GAS,Active,41.161315,-78.465834,Horizontal Well,Yes
7/17/2009,015-20313,OGO-67805,SWEPI LP,EP DOGO NCDO Dstr Off,Bradford,Canton Twp,PALMER 112 1H,GAS,Active,41.628123,-76.853965,Horizontal Well,Yes
7/18/2009,115-20182,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Susquehanna,Auburn Twp,BENSCOTER 1H,GAS,Active,41.710944,-76.08393,Horizontal Well,Yes
7/19/2009,059-25182,OGO-61555,EQT PRODUCTION CO,EP DOGO SWDO Dstr Off,Greene,Morgan Twp,J S THISTLETHWAITE 590379,GAS,Active,39.960831,-80.094603,Horizontal Well,Yes
7/19/2009,081-20140,OGO-39315,EXCO RESOURCES PA LLC,EP DOGO NCDO Dstr Off,Lycoming,Watson Twp,ZINCK UNIT 1H,GAS,Active,41.268908,-77.29803,Horizontal Well,Yes
7/19/2009,115-20095,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,J GRIMSLEY 1,GAS,Active,41.726313,-75.903102,Vertical Well,Yes
7/20/2009,125-23787,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,BAKER CAROL UNIT 8H,GAS,Active,40.230527,-80.277694,Horizontal Well,Yes
7/20/2009,033-26744,OGO-37268,EOG RESOURCES INC,EP DOGO NCDO Dstr Off,Clearfield,Lawrence Twp,PUNXSUTAWNEY HUNTING CLUB 5H,GAS,Active,41.161204,-78.465878,Horizontal Well,Yes
7/20/2009,117-20309,OGO-63640,ULTRA RESOURCES INC,EP DOGO NCDO Dstr Off,Tioga,Gaines Twp,T PIERSON 2H,GAS,Active,41.690263,-77.575102,Horizontal Well,Yes
7/20/2009,115-20171,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,J GRIMSLEY 2H SE,GAS,Active,41.726375,-75.902975,Horizontal Well,Yes
7/21/2009,125-23785,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,BAKER CAROL UNIT 4H,GAS,Active,40.230694,-80.277666,Horizontal Well,Yes
7/21/2009,083-54295,OGO-63025,PA GEN ENERGY CO LLC,EP DOGO NWDO Dstr Off,McKean,Norwich Twp,WARRANT 2716 2379,GAS,Active,41.637441,-78.369868,Horizontal Well,Yes
7/22/2009,035-21263,OGO-65860,ANADARKO E&P ONSHORE LLC,EP DOGO NCDO Dstr Off,Clinton,Grugan Twp,COP TRACT 252 B1001H,GAS,Plugged OG Well,41.192763,-77.591822,Vertical Well,Yes
7/22/2009,047-24280,OGO-15547,SENECA RESOURCES CORP,EP DOGO NWDO Dstr Off,Elk,Highland Twp,SRC WARRANT 3752 38992,GAS,Plugged OG Well,41.584278,-78.821283,Vertical Well,Yes
7/23/2009,035-21161,OGO-65860,ANADARKO E&P ONSHORE LLC,EP DOGO NCDO Dstr Off,Clinton,Beech Creek Twp,COP TRACT 653 1002H,GAS,Active,41.19501,-77.687692,Horizontal Well,Yes
7/23/2009,115-20178,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,A HUNSINGER 3H NW,GAS,Active,41.73376,-75.940617,Horizontal Well,Yes
7/23/2009,117-20299,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Jackson Twp,STEFANOWICH 269 1H,GAS,Active,41.968381,-77.026216,Horizontal Well,Yes
7/24/2009,129-27988,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,South Huntingdon Twp,MATTY/MOMYER 1,GAS,Active,40.184986,-79.726474,Vertical Well,Yes
7/24/2009,129-27883,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Westmoreland,Bell Twp,MAWC TR 10 POLAHAR 3,GAS,Regulatory Inactive Status,40.499518,-79.543103,Vertical Well,Yes
7/24/2009,117-20295,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Jackson Twp,WHITE 262 1H,GAS,Active,41.989248,-76.979561,Horizontal Well,Yes
7/25/2009,059-25223,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,CARTER UNIT 11,GAS,Active,39.913522,-80.001072,Vertical Well,Yes
7/26/2009,015-20386,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Bradford,Troy Twp,SHEDDEN 01 043 03 D 9H,GAS,Active,41.745633,-76.786355,Horizontal Well,Yes
7/27/2009,129-27983,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,Sewickley Twp,SHYCHUK UNIT 8,GAS,Active,40.229833,-79.735083,Vertical Well,Yes
7/27/2009,063-36304,OGO-38958,XTO ENERGY INC,EP DOGO SWDO Dstr Off,Indiana,White Twp,INDIANA COUNTY AIRPORT 8431H,GAS,Active,40.629369,-79.10119,Horizontal Well,Yes
7/27/2009,081-20134,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO NCDO Dstr Off,Lycoming,Cogan House Twp,MCWILLIAMS UNIT 2H,GAS,Active,41.374615,-77.134472,Horizontal Well,Yes
7/27/2009,053-29488,OGO-63025,PA GEN ENERGY CO LLC,EP DOGO NWDO Dstr Off,Forest,Green Twp,WARRANT 5508 2366,GAS,Plugged OG Well,41.466442,-79.307499,Vertical Well,Yes
7/27/2009,117-20319,OGO-63640,ULTRA RESOURCES INC,EP DOGO NCDO Dstr Off,Tioga,Gaines Twp,KJELGAARD 4H,GAS,Active,41.699155,-77.548494,Horizontal Well,Yes
7/27/2009,015-20394,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Bradford,Troy Twp,WILLIAMS 01 042 03 R 6H,GAS,Active,41.74903,-76.806233,Horizontal Well,Yes
7/28/2009,005-30328,OGO-17647,SNYDER BROS INC,EP DOGO SWDO Dstr Off,Armstrong,West Franklin Twp,BVL/MUSHROOM FARM 3-1813,GAS,Active,40.831701,-79.688409,Vertical Well,Yes
7/28/2009,015-20296,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Bradford,Terry Twp,HERSHBERGER 2H,GAS,Active,41.684208,-76.336308,Horizontal Well,Yes
7/28/2009,115-20160,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,ELY 7H SE,GAS,Active,41.734099,-75.869009,Horizontal Well,Yes
7/29/2009,035-21156,OGO-65860,ANADARKO E&P ONSHORE LLC,EP DOGO NCDO Dstr Off,Clinton,Grugan Twp,COP TRACT 285 1001H,GAS,Active,41.369366,-77.559436,Horizontal Well,Yes
7/29/2009,083-54294,OGO-66985,SM ENERGY CO,EP DOGO NWDO Dstr Off,McKean,Norwich Twp,POTATO CREEK 3H,GAS,Active,41.636626,-78.297579,Horizontal Well,Yes
7/29/2009,015-20393,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Bradford,Troy Twp,WILLIAMS 01 041 03 R 5H,GAS,Active,41.749033,-76.806325,Horizontal Well,Yes
7/30/2009,015-20392,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Bradford,Troy Twp,WILLIAMS 01 042 02 R 4H,GAS,Active,41.749038,-76.806416,Horizontal Well,Yes
7/30/2009,015-20389,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Bradford,Troy Twp,KNIGHTS 01 44 03 L 3H,GAS,Active,41.762827,-76.802311,Horizontal Well,Yes
7/31/2009,129-27991,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,Sewickley Twp,SHUGLIE 4,GAS,Active,40.278972,-79.759583,Vertical Well,Yes
8/3/2009,117-20342,OGO-15547,SENECA RESOURCES CORP,EP DOGO NCDO Dstr Off,Tioga,Covington Twp,DETWEILER 1H 39021,GAS,Active,41.742858,-77.120109,Horizontal Well,Yes
8/4/2009,059-25208,OGO-33798,ENERGY CORP OF AMER,EP DOGO SWDO Dstr Off,Greene,Jefferson Twp,SKIB 5MH,GAS,Active,39.896363,-80.069469,Horizontal Well,Yes
8/4/2009,125-23794,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Amwell Twp,DAY UNIT 7H-A,GAS,Active,40.122638,-80.216,Horizontal Well,Yes
8/4/2009,125-23735,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,HOSKIN JUNE UNIT 3H,GAS,Active,40.248634,-80.262941,Horizontal Well,Yes
8/4/2009,117-20320,OGO-63640,ULTRA RESOURCES INC,EP DOGO NCDO Dstr Off,Tioga,Gaines Twp,KJELGAARD 6H,GAS,Active,41.699163,-77.548402,Horizontal Well,Yes
8/4/2009,117-20292,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Ward Twp,DCNR 587 02 004 06,GAS,Active,41.705322,-76.99161,Horizontal Well,Yes
8/4/2009,117-20277,OGO-67805,SWEPI LP,EP DOGO NCDO Dstr Off,Tioga,Sullivan Twp,SHERMAN 234 1H,GAS,Active,41.788624,-77.018886,Horizontal Well,Yes
8/5/2009,125-23779,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Washington,Deemston Boro,ECKERD 1,GAS,Active,40.034613,-80.051786,Vertical Well,Yes
8/5/2009,125-23796,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Amwell Twp,DAY UNIT 3H,GAS,Active,40.122722,-80.215916,Horizontal Well,Yes
8/5/2009,005-30329,OGO-17647,SNYDER BROS INC,EP DOGO SWDO Dstr Off,Armstrong,West Franklin Twp,MAUL LIVING TRUST 1-85,GAS,Active,40.822293,-79.680445,Vertical Well,Yes
8/5/2009,033-26680,OGO-37268,EOG RESOURCES INC,EP DOGO NCDO Dstr Off,Clearfield,Lawrence Twp,PUNXSUTAWNEY HUNTING CLUB 7H,GAS,Active,41.170092,-78.449767,Horizontal Well,Yes
8/5/2009,033-26681,OGO-37268,EOG RESOURCES INC,EP DOGO NCDO Dstr Off,Clearfield,Lawrence Twp,PUNXSUTAWNEY HUNTING CLUB 8H,GAS,Active,41.171648,-78.447156,Horizontal Well,Yes
8/5/2009,053-29489,OGO-15547,SENECA RESOURCES CORP,EP DOGO NWDO Dstr Off,Forest,Tionesta Twp,SENECA TIMBERLAND 1V 39189,GAS,Regulatory Inactive Status,41.411698,-79.45581,Vertical Well,Yes
8/5/2009,117-20291,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Ward Twp,DCNR 587 02 004 04,GAS,Active,41.705347,-76.991524,Horizontal Well,Yes
8/5/2009,117-20290,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Ward Twp,DCNR 587 02 004 02,GAS,Active,41.705375,-76.991441,Horizontal Well,Yes
8/6/2009,059-25134,OGO-33798,ENERGY CORP OF AMER,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,HOGE/NOCE 1MH,GAS,Active,39.882974,-79.988772,Horizontal Well,Yes
8/6/2009,129-27982,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,Sewickley Twp,SHYCHUK UNIT 7H,GAS,Active,40.229833,-79.735027,Horizontal Well,Yes
8/6/2009,033-26822,OGO-37268,EOG RESOURCES INC,EP DOGO NCDO Dstr Off,Clearfield,Lawrence Twp,PUNXSUTAWNEY HUNTING CLUB 25H,GAS,Active,41.162279,-78.46317,Horizontal Well,Yes
8/6/2009,053-29381,OGO-63025,PA GEN ENERGY CO LLC,EP DOGO NWDO Dstr Off,Forest,Green Twp,WARRANT 5508 2365,GAS,Regulatory Inactive Status,41.459806,-79.300666,Horizontal Well,Yes
8/6/2009,115-20120,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,A HUNSINGER 1H,GAS,Active,41.733616,-75.940862,Horizontal Well,Yes
8/8/2009,033-26818,OGO-37268,EOG RESOURCES INC,EP DOGO NCDO Dstr Off,Clearfield,Lawrence Twp,PUNXSUTAWNEY HUNTING CLUB 27H,GAS,Active,41.159176,-78.469326,Horizontal Well,Yes
8/8/2009,065-26755,OGO-15547,SENECA RESOURCES CORP,EP DOGO NWDO Dstr Off,Jefferson,Warsaw Twp,SULGER FARMS 1V 39218,GAS,Active,41.172255,-78.976504,Vertical Well,Yes
8/8/2009,015-20360,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Bradford,Granville Twp,MARTIN 2H,GAS,Active,41.726872,-76.70025,Horizontal Well,Yes
8/9/2009,051-24232,OGO-67530,TRIANA ENERGY LLC,EP DOGO SWDO Dstr Off,Fayette,Wharton Twp,NEMACOLIN 7008,GAS,Regulatory Inactive Status,39.805694,-79.520972,Horizontal Well,Yes
8/10/2009,059-25227,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,CARTER UNIT 12H,GAS,Active,39.913491,-80.001069,Horizontal Well,Yes
8/10/2009,059-25284,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,HATHAWAY 8,GAS,Active,39.91915,-79.977466,Vertical Well,Yes
8/10/2009,129-27886,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Westmoreland,Washington Twp,MAWC TR 60 MOUNTAIN 5,GAS,Regulatory Inactive Status,40.504005,-79.577537,Vertical Well,Yes
8/11/2009,129-27866,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Westmoreland,Hempfield Twp,KEROTEST MFG CO 9,GAS,Active,40.277302,-79.646568,Vertical Well,Yes
8/13/2009,051-24258,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Fayette,German Twp,KIRCHNER UNIT 3,GAS,Active,39.848455,-79.878569,Vertical Well,Yes
8/13/2009,015-20385,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Bradford,Asylum Twp,JAMES BARRETT 2H,GAS,Active,41.674025,-76.378011,Horizontal Well,Yes
8/14/2009,129-27865,OGO-2239,DOMINION TRANS INC,EP DOGO SWDO Dstr Off,Westmoreland,Hempfield Twp,P F EISAMAN 3,GAS,Active,40.290521,-79.636817,Vertical Well,Yes
8/14/2009,047-24281,OGO-15547,SENECA RESOURCES CORP,EP DOGO NWDO Dstr Off,Elk,Millstone Twp,SRC 38994 38994,GAS,Regulatory Inactive Status,41.386478,-79.010737,Vertical Well,Yes
8/14/2009,015-20303,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Bradford,Albany Twp,FITZSIMMONS 2H,GAS,Active,41.639486,-76.395269,Horizontal Well,Yes
8/14/2009,115-20170,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,G SHIELDS 5H NW,GAS,Active,41.712797,-75.946713,Horizontal Well,Yes
8/14/2009,115-20092,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,G SHIELDS 1,GAS,Active,41.712816,-75.946637,Vertical Well,Yes
8/17/2009,059-25233,OGO-39407,VANTAGE ENERGY APPALACHIA LLC,EP DOGO SWDO Dstr Off,Greene,Franklin Twp,LAMAR TRUST 1H,GAS,Active,39.904999,-80.144577,Horizontal Well,Yes
8/17/2009,125-23829,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Amwell Twp,DAY UNIT 6H,GAS,Active,40.122666,-80.216027,Horizontal Well,Yes
8/17/2009,115-20105,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Susquehanna,Auburn Twp,WHITE 627456 5H,GAS,Active,41.719497,-76.062694,Horizontal Well,Yes
8/19/2009,059-25226,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Dunkard Twp,J L L 2,GAS,Active,39.774008,-79.996727,Vertical Well,Yes
8/20/2009,125-23822,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,HOSKIN JUNE UNIT 5H,GAS,Active,40.248638,-80.263166,Horizontal Well,Yes
8/20/2009,117-20324,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Jackson Twp,BRYAN 406 1H,GAS,Active,41.931454,-76.992954,Horizontal Well,Yes
8/21/2009,059-25148,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Greene,Morris Twp,CONRHEIN NV20CV,GAS,Active,39.992379,-80.287292,Horizontal Well,Yes
8/21/2009,019-21634,OGO-17647,SNYDER BROS INC,EP DOGO NWDO Dstr Off,Butler,Winfield Twp,CONCORDIA LUTH MINISTRIES 1 679,GAS,Active,40.753552,-79.783326,Vertical Well,Yes
8/21/2009,117-20307,OGO-67805,SWEPI LP,EP DOGO NCDO Dstr Off,Tioga,Sullivan Twp,COLE 236 1H,GAS,Active,41.805399,-76.953934,Horizontal Well,Yes
8/23/2009,059-25206,OGO-33798,ENERGY CORP OF AMER,EP DOGO SWDO Dstr Off,Greene,Jefferson Twp,SKIB 6MH,GAS,Active,39.896404,-80.069477,Horizontal Well,Yes
8/23/2009,117-20268,OGO-67805,SWEPI LP,EP DOGO NCDO Dstr Off,Tioga,Sullivan Twp,SMITH K 253 1H,GAS,Active,41.78531,-76.987285,Horizontal Well,Yes
8/24/2009,051-24259,OGO-39307,CHEVRON APPALACHIA LLC,EP DOGO SWDO Dstr Off,Fayette,German Twp,KIRCHNER UNIT 4H,GAS,Active,39.848441,-79.878608,Horizontal Well,Yes
8/24/2009,125-23786,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,BAKER CAROL UNIT 7H,GAS,Active,40.230583,-80.277694,Horizontal Well,Yes
8/24/2009,027-21530,OGO-65860,ANADARKO E&P ONSHORE LLC,EP DOGO NCDO Dstr Off,Centre,Snow Shoe Twp,COP TRACT 231 A-1000H,GAS,Active,41.074719,-77.801096,Horizontal Well,Yes
8/25/2009,051-24189,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Fayette,Washington Twp,BURNSIDE 8,GAS,Active,40.084771,-79.811882,Vertical Well,Yes
8/25/2009,115-20068,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Susquehanna,Auburn Twp,BENSCOTER 627012 3H,GAS,Active,41.710831,-76.084264,Horizontal Well,Yes
8/25/2009,115-20201,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,GESFORD 5H NW,GAS,Active,41.738838,-75.885566,Horizontal Well,Yes
8/26/2009,117-20341,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Ward Twp,DCNR 587 02 017 04,GAS,Active,41.710458,-76.985736,Horizontal Well,Yes
8/27/2009,005-30201,OGO-61555,EQT PRODUCTION CO,EP DOGO SWDO Dstr Off,Armstrong,Plumcreek Twp,T A MCKEE 590270,COMB. OIL&GAS,Active,40.705877,-79.409258,Horizontal Well,Yes
8/27/2009,015-20124,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Bradford,Tuscarora Twp,MOWRY 627098 2H,GAS,Active,41.71645,-76.135665,Horizontal Well,Yes
8/27/2009,115-20181,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,G SHIELDS 4H SE,GAS,Active,41.717127,-75.943761,Horizontal Well,Yes
8/27/2009,117-20337,OGO-15547,SENECA RESOURCES CORP,EP DOGO NCDO Dstr Off,Tioga,Covington Twp,PINO 3H 39128,GAS,Active,41.740897,-77.152649,Horizontal Well,Yes
8/27/2009,117-20325,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Jackson Twp,BOWERS 408 1H,GAS,Active,41.947023,-76.977267,Horizontal Well,Yes
8/28/2009,051-24218,OGO-67530,TRIANA ENERGY LLC,EP DOGO SWDO Dstr Off,Fayette,Stewart Twp,SPROUL 7005,GAS,Regulatory Inactive Status,39.856133,-79.53675,Vertical Well,Yes
8/28/2009,117-20340,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Ward Twp,DCNR 587 02 017 03,GAS,Active,41.710447,-76.985827,Horizontal Well,Yes
8/28/2009,115-20118,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,G SHIELDS 2H,GAS,Active,41.717111,-75.943854,Horizontal Well,Yes
8/31/2009,105-21589,OGO-63025,PA GEN ENERGY CO LLC,EP DOGO NCDO Dstr Off,Potter,Sylvania Twp,PINE HILL 2382,GAS,Active,41.591901,-77.968032,Horizontal Well,Yes
9/1/2009,129-27943,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,Salem Twp,CARR 19A,GAS,Active,40.37975,-79.471777,Vertical Well,Yes
9/2/2009,125-23804,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Mount Pleasant Twp,COSTANZO UNIT 2H,GAS,Active,40.266833,-80.354777,Horizontal Well,Yes
9/2/2009,023-20124,OGO-39359,ENDEAVOUR OPERATING CORP,EP DOGO NCDO Dstr Off,Cameron,Shippen Twp,PARDEE & CURTIN LUMBER CO C10H,GAS,Active,41.416609,-78.27139,Horizontal Well,Yes
9/2/2009,117-20346,OGO-63640,ULTRA RESOURCES INC,EP DOGO NCDO Dstr Off,Tioga,Gaines Twp,LICK RUN 5H,GAS,Active,41.705083,-77.530627,Horizontal Well,Yes
9/2/2009,117-20339,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Ward Twp,DCNR 587 02 017 02,GAS,Active,41.710436,-76.985916,Horizontal Well,Yes
9/2/2009,117-20278,OGO-67805,SWEPI LP,EP DOGO NCDO Dstr Off,Tioga,Sullivan Twp,EMPSON R 235 1H,GAS,Active,41.800094,-76.968209,Horizontal Well,Yes
9/3/2009,125-23803,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Mount Pleasant Twp,COSTANZO UNIT 1H,GAS,Active,40.266777,-80.354777,Horizontal Well,Yes
9/3/2009,019-21641,OGO-38958,XTO ENERGY INC,EP DOGO NWDO Dstr Off,Butler,Buffalo Twp,ESTATE OF FRANK PALKO ET AL 1,GAS,Active,40.680872,-79.756681,Vertical Well,Yes
9/3/2009,019-21635,OGO-17647,SNYDER BROS INC,EP DOGO NWDO Dstr Off,Butler,Jefferson Twp,CONCORDIA LUTH MINISTRIES 2 679,GAS,Active,40.754036,-79.789611,Vertical Well,Yes
9/3/2009,115-20210,OGO-66495,CHIEF OIL & GAS LLC,EP DOGO NCDO Dstr Off,Susquehanna,Lathrop Twp,PHELPS UNIT 1,GAS,Active,41.682786,-75.799177,Vertical Well,Yes
9/4/2009,051-24244,OGO-38958,XTO ENERGY INC,EP DOGO SWDO Dstr Off,Fayette,Dunbar Twp,KERMIT M KENNEDY ET AL 6,GAS,Active,40.017271,-79.659719,Vertical Well,Yes
9/4/2009,129-27877,OGO-39155,WPX ENERGY APPALACHIA LLC,EP DOGO SWDO Dstr Off,Westmoreland,Derry Twp,PANIZZI UNIT NO 1 2H,GAS,Active,40.371222,-79.339583,Horizontal Well,Yes
9/4/2009,117-20338,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Ward Twp,DCNR 587 02 017 01,GAS,Active,41.710427,-76.986008,Horizontal Well,Yes
9/5/2009,059-25293,OGO-39307,CHEVRON APPALACHIA LLC,EP DOGO SWDO Dstr Off,Greene,Gilmore Twp,RICE UNIT 1H,GAS,Active,39.733305,-80.33275,Horizontal Well,Yes
9/5/2009,115-20119,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,A HUNSINGER 2H,GAS,Active,41.728613,-75.942776,Horizontal Well,Yes
9/5/2009,115-20179,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,A HUNSINGER 4H NW,GAS,Active,41.728772,-75.942517,Horizontal Well,Yes
9/8/2009,015-20330,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Bradford,Terry Twp,HERSHBERGER 5H,GAS,Active,41.684166,-76.336305,Horizontal Well,Yes
9/9/2009,019-21631,OGO-38958,XTO ENERGY INC,EP DOGO NWDO Dstr Off,Butler,Buffalo Twp,HRANICA ET AL 1,GAS,Active,40.676014,-79.746347,Horizontal Well,Yes
9/9/2009,005-30389,OGO-17647,SNYDER BROS INC,EP DOGO SWDO Dstr Off,Armstrong,East Franklin Twp,GEORGE AMBROSE 3-112,GAS,Active,40.863034,-79.538218,Vertical Well,Yes
9/10/2009,063-36534,OGO-33314,BLX INC,EP DOGO SWDO Dstr Off,Indiana,Cherryhill Twp,R SLEPPY 1-86.6,GAS,Active,40.604627,-78.960689,Vertical Well,Yes
9/10/2009,063-36612,OGO-61555,EQT PRODUCTION CO,EP DOGO SWDO Dstr Off,Indiana,Cherryhill Twp,ROYAL OIL & GAS 590333,GAS,Active,40.660143,-78.9639,Horizontal Well,Yes
9/10/2009,033-26843,OGO-37268,EOG RESOURCES INC,EP DOGO NCDO Dstr Off,Clearfield,Lawrence Twp,PUNXSUTAWNEY HUNTING CLUB 6H,GAS,Active,41.159037,-78.469351,Horizontal Well,Yes
