SPUD_DATE,API,OGO_NUM,OPERATOR,REGION,COUNTY,MUNICIPALITY,FARM_NAME,WELL_CODE_DESC,WELL_STATUS,LATITUDE,LONGITUDE,CONFIGURATION,UNCONVENTIONAL
9/10/2009,105-21590,OGO-63025,PA GEN ENERGY CO LLC,EP DOGO NCDO Dstr Off,Potter,Sylvania Twp,PINE HILL 2383,GAS,Active,41.591943,-77.968124,Horizontal Well,Yes
9/10/2009,015-20406,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Bradford,Terry Twp,CLAUDIA 2H,GAS,Active,41.683183,-76.322275,Horizontal Well,Yes
9/11/2009,063-36434,OGO-38958,XTO ENERGY INC,EP DOGO SWDO Dstr Off,Indiana,Center Twp,HOMER CITY POWER PLANT 8422H,GAS,Active,40.510643,-79.186638,Horizontal Well,Yes
9/11/2009,033-26845,OGO-37268,EOG RESOURCES INC,EP DOGO NCDO Dstr Off,Clearfield,Lawrence Twp,PUNXSUTAWNEY HUNTING CLUB 11V,GAS,Regulatory Inactive Status,41.165981,-78.444822,Vertical Well,Yes
9/11/2009,117-20289,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Ward Twp,DCNR 587 02 002 04,GAS,Active,41.69803,-76.965211,Horizontal Well,Yes
9/12/2009,117-20288,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Ward Twp,DCNR 587 02 002 03,GAS,Active,41.698044,-76.965122,Horizontal Well,Yes
9/12/2009,117-20347,OGO-63640,ULTRA RESOURCES INC,EP DOGO NCDO Dstr Off,Tioga,Gaines Twp,LICK RUN 4H,GAS,Active,41.705341,-77.531663,Horizontal Well,Yes
9/13/2009,117-20317,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Ward Twp,DCNR 587 02 002 02,GAS,Active,41.698058,-76.965033,Horizontal Well,Yes
9/14/2009,059-25277,OGO-33798,ENERGY CORP OF AMER,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,GRIBBLE UNIT 2MH,GAS,Active,39.869102,-80.012712,Horizontal Well,Yes
9/14/2009,059-25278,OGO-33798,ENERGY CORP OF AMER,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,GRIBBLE UNIT 3MH,GAS,Active,39.869124,-80.012756,Horizontal Well,Yes
9/14/2009,117-20316,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Ward Twp,DCNR 587 02 002 01,GAS,Active,41.698069,-76.964601,Horizontal Well,Yes
9/15/2009,033-26835,OGO-37268,EOG RESOURCES INC,EP DOGO NCDO Dstr Off,Clearfield,Lawrence Twp,PUNXSUTAWNEY HUNTING CLUB 34H,GAS,Active,41.162359,-78.463009,Horizontal Well,Yes
9/16/2009,059-25280,OGO-33798,ENERGY CORP OF AMER,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,GRIBBLE UNIT 5MH,GAS,Active,39.869171,-80.012845,Horizontal Well,Yes
9/16/2009,115-20211,OGO-39155,WPX ENERGY APPALACHIA LLC,EP DOGO NCDO Dstr Off,Susquehanna,Bridgewater Twp,MARKOVITCH 1H,GAS,Active,41.877745,-75.887917,Horizontal Well,Yes
9/17/2009,125-23823,OGO-39054,RICE DRILLING B LLC,EP DOGO SWDO Dstr Off,Washington,Amwell Twp,X-MAN 1,GAS,Active,40.099358,-80.179577,Vertical Well,Yes
9/17/2009,117-20308,OGO-67805,SWEPI LP,EP DOGO NCDO Dstr Off,Tioga,Sullivan Twp,COLE 236 2H,GAS,Active,41.805399,-76.953934,Horizontal Well,Yes
9/17/2009,115-20169,OGO-39155,WPX ENERGY APPALACHIA LLC,EP DOGO NCDO Dstr Off,Susquehanna,Forest Lake Twp,POWERS 1H,GAS,Active,41.861885,-76.018836,Horizontal Well,Yes
9/18/2009,033-26828,OGO-61555,EQT PRODUCTION CO,EP DOGO NCDO Dstr Off,Clearfield,Ferguson Twp,HURD 590383,GAS,Active,40.850322,-78.659938,Horizontal Well,Yes
9/18/2009,005-30410,OGO-17647,SNYDER BROS INC,EP DOGO SWDO Dstr Off,Armstrong,East Franklin Twp,RICHEY / SBI 1,GAS,Active,40.875959,-79.513247,Vertical Well,Yes
9/19/2009,115-20177,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,HOOVER 2H SE,GAS,Active,41.725274,-75.908914,Horizontal Well,Yes
9/19/2009,115-20207,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,HOOVER 1V,GAS,Active,41.725375,-75.909355,Vertical Well,Yes
9/20/2009,115-20180,OGO-66495,CHIEF OIL & GAS LLC,EP DOGO NCDO Dstr Off,Susquehanna,Lathrop Twp,PHELPS UNIT 1H,GAS,Active,41.682786,-75.799105,Horizontal Well,Yes
9/20/2009,015-20332,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Bradford,Terry Twp,CLAUDIA 4H,GAS,Active,41.683144,-76.322255,Horizontal Well,Yes
9/21/2009,125-23828,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Amwell Twp,DAY UNIT 4H,GAS,Active,40.12275,-80.215916,Horizontal Well,Yes
9/21/2009,117-20364,OGO-63640,ULTRA RESOURCES INC,EP DOGO NCDO Dstr Off,Tioga,Gaines Twp,HILLSIDE 6H,GAS,Regulatory Inactive Status,41.711102,-77.547034,Horizontal Well,Yes
9/22/2009,129-28040,OGO-39155,WPX ENERGY APPALACHIA LLC,EP DOGO SWDO Dstr Off,Westmoreland,Derry Twp,PANIZZI UNIT NO1 3H,GAS,Active,40.370527,-79.343666,Horizontal Well,Yes
9/22/2009,129-27942,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,Salem Twp,KEPPLE 5,GAS,Active,40.384555,-79.500805,Vertical Well,Yes
9/22/2009,019-21617,OGO-33314,BLX INC,EP DOGO NWDO Dstr Off,Butler,Clearfield Twp,L BERGBIGLER 1 247,GAS,Active,40.86239,-79.772898,Vertical Well,Yes
9/22/2009,081-20180,OGO-39315,EXCO RESOURCES PA LLC,EP DOGO NCDO Dstr Off,Lycoming,Penn Twp,FALK UNIT 2H,GAS,Active,41.272247,-76.636591,Horizontal Well,Yes
9/22/2009,081-20148,OGO-65860,ANADARKO E&P ONSHORE LLC,EP DOGO NCDO Dstr Off,Lycoming,Cummings Twp,LARRY S CREEK F & G 3H,GAS,Active,41.343832,-77.258746,Horizontal Well,Yes
9/22/2009,115-20156,OGO-66630,STONE ENERGY CORP,EP DOGO NCDO Dstr Off,Susquehanna,Rush Twp,STANG 1,GAS,Regulatory Inactive Status,41.782652,-76.117637,Vertical Well,Yes
9/22/2009,115-20191,OGO-39155,WPX ENERGY APPALACHIA LLC,EP DOGO NCDO Dstr Off,Susquehanna,Middletown Twp,FIONDI 1H,GAS,Active,41.842621,-76.053501,Horizontal Well,Yes
9/23/2009,051-24097,OGO-38958,XTO ENERGY INC,EP DOGO SWDO Dstr Off,Fayette,Dunbar Twp,COUGHENOUR-DUNCAN 1A,GAS,Active,39.984863,-79.690961,Vertical Well,Yes
9/23/2009,023-20127,OGO-39359,ENDEAVOUR OPERATING CORP,EP DOGO NCDO Dstr Off,Cameron,Shippen Twp,PARDEE & CURTIN LUMBER CO C 9H,GAS,Active,41.455678,-78.268257,Horizontal Well,Yes
9/24/2009,129-27964,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,Salem Twp,KEPPLE 4H,GAS,Active,40.3845,-79.500805,Horizontal Well,Yes
9/24/2009,027-21517,OGO-65860,ANADARKO E&P ONSHORE LLC,EP DOGO NCDO Dstr Off,Centre,Burnside Twp,COP TRACT 259 A-1000H,GAS,Active,41.134336,-77.886634,Horizontal Well,Yes
9/24/2009,081-20175,OGO-38958,XTO ENERGY INC,EP DOGO NCDO Dstr Off,Lycoming,Penn Twp,MARQUARDT 8494H,GAS,Active,41.247306,-76.649366,Horizontal Well,Yes
9/24/2009,117-20327,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Jackson Twp,BECKER 404 1H,GAS,Active,41.936204,-77.01941,Horizontal Well,Yes
9/25/2009,059-25244,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Greene Twp,BURCHIANTI 53,GAS,Active,39.830058,-80.0078,Vertical Well,Yes
9/25/2009,051-24212,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Fayette,Nicholson Twp,GENOVESE 10,GAS,Active,39.838366,-79.880994,Vertical Well,Yes
9/25/2009,051-24261,OGO-39307,CHEVRON APPALACHIA LLC,EP DOGO SWDO Dstr Off,Fayette,German Twp,KIRCHNER UNIT 2H,GAS,Active,39.848469,-79.87853,Horizontal Well,Yes
9/25/2009,129-28008,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,South Huntingdon Twp,SMOUSE 5,GAS,Active,40.215916,-79.709333,Vertical Well,Yes
9/25/2009,125-23763,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Hopewell Twp,MILLER LOIS UNIT 1H,GAS,Active,40.241277,-80.365388,Horizontal Well,Yes
9/25/2009,007-20293,OGO-68305,PENNENERGY RESOURCES LLC,EP DOGO SWDO Dstr Off,Beaver,Marion Twp,ZAHN LLOYD UNIT 1H,GAS,Regulatory Inactive Status,40.774888,-80.18475,Horizontal Well,Yes
9/25/2009,117-20385,OGO-67805,SWEPI LP,EP DOGO NCDO Dstr Off,Tioga,Rutland Twp,PAZZAGLIA 507 5H,GAS,Active,41.847563,-76.924083,Horizontal Well,Yes
9/26/2009,035-21155,OGO-65860,ANADARKO E&P ONSHORE LLC,EP DOGO NCDO Dstr Off,Clinton,Grugan Twp,COP TRACT 285 1002H,GAS,Active,41.369227,-77.559436,Horizontal Well,Yes
9/26/2009,015-20306,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Bradford,Albany Twp,FITZSIMMONS 5H,GAS,Active,41.639452,-76.395305,Horizontal Well,Yes
9/27/2009,051-24267,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Fayette,Springhill Twp,FAY-PENN 44,GAS,Active,39.748775,-79.844684,Vertical Well,Yes
9/27/2009,051-24153,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Fayette,Redstone Twp,DANCHO/BROWN 5,GAS,Active,39.991028,-79.807074,Vertical Well,Yes
9/27/2009,129-28012,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,South Huntingdon Twp,BABICH 3,GAS,Active,40.217083,-79.703361,Vertical Well,Yes
9/27/2009,125-23764,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Hopewell Twp,MILLER LOIS UNIT 2H,GAS,Active,40.241222,-80.365388,Horizontal Well,Yes
9/27/2009,069-20239,OGO-45345,EXCO RESOURCES PA INC,EP DOGO NCDO Dstr Off,Lackawanna,Greenfield Twp,SKYLINE GOLF COURSE UNIT 6V,GAS,Plugged OG Well,41.595469,-75.572581,Vertical Well,Yes
9/28/2009,059-25305,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Greene,Center Twp,CONSOL GH2BCV-A,GAS,Active,39.893166,-80.286186,Horizontal Well,Yes
9/28/2009,125-23824,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Amwell Twp,YEAGER UNIT 7H,GAS,Active,40.091527,-80.228111,Horizontal Well,Yes
9/28/2009,125-23765,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Hopewell Twp,MILLER LOIS UNIT 3H,GAS,Active,40.241166,-80.365388,Horizontal Well,Yes
9/28/2009,005-30392,OGO-17647,SNYDER BROS INC,EP DOGO SWDO Dstr Off,Armstrong,East Franklin Twp,C H SNYDER COMPANY 3-135,GAS,Active,40.877626,-79.521142,Vertical Well,Yes
9/28/2009,031-25295,OGO-61555,EQT PRODUCTION CO,EP DOGO NWDO Dstr Off,Clarion,Porter Twp,BARRETT 590370,GAS,Active,40.999652,-79.447814,Horizontal Well,Yes
9/28/2009,033-26834,OGO-39155,WPX ENERGY APPALACHIA LLC,EP DOGO NCDO Dstr Off,Clearfield,Cooper Twp,ALDER RUN LAND LP 1H,GAS,Active,41.039111,-78.06325,Horizontal Well,Yes
9/28/2009,117-20335,OGO-15547,SENECA RESOURCES CORP,EP DOGO NCDO Dstr Off,Tioga,Covington Twp,WIVELL 3H 39117,GAS,Active,41.744972,-77.153691,Horizontal Well,Yes
9/28/2009,117-20304,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Jackson Twp,HOWE 1,GAS,Active,41.987962,-77.051578,Horizontal Well,Yes
9/29/2009,111-20279,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO SWDO Dstr Off,Somerset,Shade Twp,BERWIND CORPORATION NO5 627661,GAS,Plugged OG Well,40.131382,-78.761976,Vertical Well,Yes
9/29/2009,021-21140,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO SWDO Dstr Off,Cambria,Adams Twp,WILMORE COAL CO 7,GAS,Plugged OG Well,40.291769,-78.779031,Vertical Well,Yes
9/29/2009,047-24364,OGO-15547,SENECA RESOURCES CORP,EP DOGO NWDO Dstr Off,Elk,Horton Twp,SRC WARRANT 4200 1V 39254,GAS,Active,41.217206,-78.684613,Vertical Well,Yes
9/29/2009,015-20314,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Bradford,Terry Twp,WELLES 2 2H,GAS,Active,41.646025,-76.322794,Horizontal Well,Yes
9/30/2009,129-27855,OGO-39155,WPX ENERGY APPALACHIA LLC,EP DOGO SWDO Dstr Off,Westmoreland,Derry Twp,EAGLEHOUSE 5H,GAS,Active,40.380825,-79.328327,Horizontal Well,Yes
10/1/2009,059-25167,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Greene,Center Twp,CONSOL GH11BCV-A,GAS,Active,39.90648,-80.299796,Horizontal Well,Yes
10/1/2009,117-20378,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Ward Twp,DCNR 587 02 009 04,GAS,Active,41.672613,-76.969927,Horizontal Well,Yes
10/2/2009,115-20216,OGO-66495,CHIEF OIL & GAS LLC,EP DOGO NCDO Dstr Off,Susquehanna,Lathrop Twp,PHELPS UNIT 2H,GAS,Active,41.682786,-75.799033,Horizontal Well,Yes
10/2/2009,117-20330,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Jackson Twp,ALLEN 264 1H,GAS,Active,41.991173,-76.956377,Horizontal Well,Yes
10/3/2009,059-25268,OGO-33798,ENERGY CORP OF AMER,EP DOGO SWDO Dstr Off,Greene,Whiteley Twp,PENNECO/MORROW 2MH,GAS,Active,39.841302,-80.086161,Horizontal Well,Yes
10/5/2009,059-25314,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,RUSH 18,GAS,Active,39.897811,-80.029116,Vertical Well,Yes
10/5/2009,051-24252,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Fayette,Lower Tyrone Twp,PRITTS UNIT 1,GAS,Regulatory Inactive Status,40.070821,-79.627837,Vertical Well,Yes
10/5/2009,005-30393,OGO-17647,SNYDER BROS INC,EP DOGO SWDO Dstr Off,Armstrong,East Franklin Twp,RICHARD D TARR ETUX 2-110,GAS,Active,40.859501,-79.554621,Vertical Well,Yes
10/5/2009,033-26844,OGO-37268,EOG RESOURCES INC,EP DOGO NCDO Dstr Off,Clearfield,Lawrence Twp,PUNXSUTAWNEY HUNTING CLUB 10V,GAS,Regulatory Inactive Status,41.156981,-78.461517,Vertical Well,Yes
10/5/2009,033-26829,OGO-37268,EOG RESOURCES INC,EP DOGO NCDO Dstr Off,Clearfield,Lawrence Twp,PUNXSUTAWNEY HUNTING CLUB 23H,GAS,Active,41.162592,-78.453289,Horizontal Well,Yes
10/5/2009,117-20362,OGO-63640,ULTRA RESOURCES INC,EP DOGO NCDO Dstr Off,Tioga,Gaines Twp,HILLSIDE 4H,GAS,Regulatory Inactive Status,41.711118,-77.547123,Horizontal Well,Yes
10/5/2009,015-20409,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Bradford,Stevens Twp,SHARER 2H,GAS,Active,41.749958,-76.142152,Horizontal Well,Yes
10/6/2009,033-26823,OGO-37268,EOG RESOURCES INC,EP DOGO NCDO Dstr Off,Clearfield,Lawrence Twp,PUNXSUTAWNEY HUNTING CLUB 24H,GAS,Active,41.162717,-78.45322,Horizontal Well,Yes
10/6/2009,115-20213,OGO-66630,STONE ENERGY CORP,EP DOGO NCDO Dstr Off,Susquehanna,Rush Twp,LOOMIS 4H,GAS,Plugged OG Well,41.770316,-76.103931,Horizontal Well,Yes
10/7/2009,059-25271,OGO-39307,CHEVRON APPALACHIA LLC,EP DOGO SWDO Dstr Off,Greene,Greene Twp,BURCHIANTI 45H,GAS,Active,39.830091,-80.007761,Horizontal Well,Yes
10/7/2009,051-24233,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Fayette,Redstone Twp,JACKSON FARMS UNIT 33,GAS,Active,39.964377,-79.823855,Vertical Well,Yes
10/7/2009,031-25297,OGO-61555,EQT PRODUCTION CO,EP DOGO NWDO Dstr Off,Clarion,Elk Twp,F WEDEKIND 590389,GAS,Active,41.285883,-79.487889,Horizontal Well,Yes
10/7/2009,015-20375,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Bradford,Terry Twp,GOWAN 2H,GAS,Active,41.642643,-76.374068,Horizontal Well,Yes
10/7/2009,117-20379,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Ward Twp,DCNR 587 02 009 05,GAS,Active,41.672622,-76.969836,Horizontal Well,Yes
10/7/2009,115-20157,OGO-66630,STONE ENERGY CORP,EP DOGO NCDO Dstr Off,Susquehanna,Rush Twp,LOOMIS 1,GAS,Active,41.770369,-76.103953,Vertical Well,Yes
10/8/2009,117-20383,OGO-67805,SWEPI LP,EP DOGO NCDO Dstr Off,Tioga,Rutland Twp,BURLEIGH 508 5H,GAS,Active,41.850616,-76.918672,Horizontal Well,Yes
10/9/2009,051-24238,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Fayette,Menallen Twp,FAIRBANK ROD & GUN CLUB 3,GAS,Active,39.940234,-79.835525,Vertical Well,Yes
10/9/2009,051-24235,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Fayette,Redstone Twp,JACKSON FARMS UNIT 31H,GAS,Active,39.9644,-79.823886,Horizontal Well,Yes
10/9/2009,129-28031,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Westmoreland,Bell Twp,MAWC TR 3 KUHNS 2,GAS,Regulatory Inactive Status,40.509079,-79.546703,Vertical Well,Yes
10/9/2009,117-20380,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Ward Twp,DCNR 587 02 009 06,GAS,Active,41.672627,-76.969747,Horizontal Well,Yes
10/9/2009,117-20394,OGO-67805,SWEPI LP,EP DOGO NCDO Dstr Off,Tioga,Richmond Twp,WEST 299 5H,GAS,Active,41.771328,-77.155829,Horizontal Well,Yes
10/10/2009,051-24239,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Fayette,Menallen Twp,FAIRBANK ROD & GUN CLUB 6,GAS,Active,39.935323,-79.841856,Vertical Well,Yes
10/10/2009,117-20331,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Jackson Twp,OSTRANDER 412 1H,GAS,Active,41.957462,-76.936888,Horizontal Well,Yes
10/11/2009,005-30326,OGO-17647,SNYDER BROS INC,EP DOGO SWDO Dstr Off,Armstrong,West Franklin Twp,BVL/MUSHROOM FARM 2-1813,GAS,Active,40.833954,-79.683859,Vertical Well,Yes
10/12/2009,059-25161,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,TOM 2,GAS,Active,39.868524,-79.99295,Vertical Well,Yes
10/12/2009,117-20375,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Ward Twp,DCNR 587 02 009 01,GAS,Active,41.672913,-76.969647,Horizontal Well,Yes
10/13/2009,105-21606,OGO-63640,ULTRA RESOURCES INC,EP DOGO NCDO Dstr Off,Potter,West Branch Twp,BUTTON B 901 3H,GAS,Active,41.672927,-77.605578,Horizontal Well,Yes
10/14/2009,117-20384,OGO-67805,SWEPI LP,EP DOGO NCDO Dstr Off,Tioga,Rutland Twp,PHILLIPS 504 5H,GAS,Active,41.843666,-76.958727,Horizontal Well,Yes
10/15/2009,027-21550,OGO-65860,ANADARKO E&P ONSHORE LLC,EP DOGO NCDO Dstr Off,Centre,Curtin Twp,W W LITKE A-1H,GAS,Active,41.106225,-77.772556,Horizontal Well,Yes
10/15/2009,015-20411,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Bradford,Terry Twp,GOWAN 4H,GAS,Active,41.642622,-76.373991,Horizontal Well,Yes
10/15/2009,015-20439,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Bradford,Troy Twp,KNIGHTS 01 024 04 L 9H,GAS,Active,41.762119,-76.809083,Horizontal Well,Yes
10/16/2009,059-25245,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Dunkard Twp,JORDAN 17,GAS,Active,39.732613,-79.957786,Vertical Well,Yes
10/16/2009,015-20438,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Bradford,Troy Twp,KNIGHTS 01 024 03 L 8H,GAS,Active,41.762144,-76.808997,Horizontal Well,Yes
10/16/2009,015-20326,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Bradford,West Burlington Twp,HARRY 5H,GAS,Active,41.766691,-76.698233,Horizontal Well,Yes
10/17/2009,059-25279,OGO-33798,ENERGY CORP OF AMER,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,GRIBBLE UNIT 4MH,GAS,Active,39.869149,-80.012801,Horizontal Well,Yes
10/17/2009,005-30327,OGO-17647,SNYDER BROS INC,EP DOGO SWDO Dstr Off,Armstrong,West Franklin Twp,BVL/MUSHROOM FARM 1-1813,GAS,Active,40.838068,-79.681725,Vertical Well,Yes
10/17/2009,117-20376,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Ward Twp,DCNR 587 02 009 02,GAS,Active,41.672905,-76.969738,Horizontal Well,Yes
10/17/2009,015-20437,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Bradford,Troy Twp,KNIGHTS 01 024 02 L 7H,GAS,Active,41.762047,-76.808841,Horizontal Well,Yes
10/17/2009,015-20436,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Bradford,Troy Twp,KNIGHTS 01 024 01 L 6H,GAS,Active,41.762072,-76.808758,Horizontal Well,Yes
10/18/2009,035-21178,OGO-65860,ANADARKO E&P ONSHORE LLC,EP DOGO NCDO Dstr Off,Clinton,Noyes Twp,COP TRACT 343 C1013H,GAS,Active,41.232998,-77.757699,Horizontal Well,Yes
10/18/2009,015-20454,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Bradford,Troy Twp,THOMAS 01 038 03 FT 5H,GAS,Active,41.721819,-76.825427,Horizontal Well,Yes
10/19/2009,059-25185,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Monongahela Twp,KOVACH 33,GAS,Active,39.823391,-79.974086,Vertical Well,Yes
10/19/2009,117-20377,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Ward Twp,DCNR 587 02 009 03,GAS,Active,41.6729,-76.96983,Horizontal Well,Yes
10/19/2009,015-20455,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Bradford,Troy Twp,THOMAS 01 038 04 FT 6H,GAS,Active,41.721777,-76.8255,Horizontal Well,Yes
10/20/2009,059-25272,OGO-39307,CHEVRON APPALACHIA LLC,EP DOGO SWDO Dstr Off,Greene,Greene Twp,BURCHIANTI 54H,GAS,Active,39.830044,-80.007819,Horizontal Well,Yes
10/20/2009,015-20456,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Bradford,Troy Twp,THOMAS 01 038 05 FT 7H,GAS,Active,41.721738,-76.825575,Horizontal Well,Yes
10/20/2009,015-20430,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Bradford,Columbia Twp,EICK 03 013 04 W 4H,GAS,Active,41.861894,-76.847447,Horizontal Well,Yes
10/20/2009,117-20390,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Jackson Twp,BUSIA 457 1H,GAS,Active,41.930567,-76.94451,Horizontal Well,Yes
10/21/2009,051-24247,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Fayette,Springhill Twp,WOLF 27,GAS,Active,39.769094,-79.89023,Vertical Well,Yes
10/21/2009,059-25304,OGO-61555,EQT PRODUCTION CO,EP DOGO SWDO Dstr Off,Greene,Morris Twp,COOPER 590387-A,GAS,Active,39.955804,-80.26822,Horizontal Well,Yes
10/21/2009,131-20015,OGO-66935,CITRUS ENERGY CORP,EP DOGO NCDO Dstr Off,Wyoming,Washington Twp,PROCTER & GAMBLE MEHOOPANY PLT 1V,COMB. OIL&GAS,Plugged OG Well,41.572586,-76.031811,Vertical Well,Yes
10/21/2009,105-21607,OGO-63640,ULTRA RESOURCES INC,EP DOGO NCDO Dstr Off,Potter,West Branch Twp,BUTTON B 901 4H,GAS,Active,41.673388,-77.606237,Horizontal Well,Yes
10/21/2009,015-20325,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Bradford,West Burlington Twp,HARRY 2H,GAS,Active,41.766722,-76.698311,Horizontal Well,Yes
10/21/2009,015-20429,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Bradford,Columbia Twp,EICK 03 013 03 W 3H,GAS,Active,41.861911,-76.847538,Horizontal Well,Yes
10/22/2009,059-25198,OGO-61555,EQT PRODUCTION CO,EP DOGO SWDO Dstr Off,Greene,Morris Twp,ROBERTS 590168,GAS,Active,39.944804,-80.265025,Horizontal Well,Yes
10/22/2009,059-25255,OGO-61555,EQT PRODUCTION CO,EP DOGO SWDO Dstr Off,Greene,Morris Twp,COOPER 590386,GAS,Active,39.955804,-80.268275,Horizontal Well,Yes
10/22/2009,005-30331,OGO-17647,SNYDER BROS INC,EP DOGO SWDO Dstr Off,Armstrong,West Franklin Twp,BVL/MUSHROOM FARM 5-1813,GAS,Active,40.829421,-79.673911,Vertical Well,Yes
